51137	新疆	裕民	82.56	46.12
51145	新疆	额敏	83.39	46.33
51156	新疆	和布克赛尔	85.43	46.47
51232	新疆	阿拉山口	82.34	45.11
51238	新疆	博乐	82.04	44.54
51241	新疆	托里	83.36	45.56
51243	新疆	克拉玛依	84.51	45.37
51334	新疆	精河	82.49	44.34
51357	新疆	沙湾	85.37	44.2
51359	新疆	玛纳斯	86.12	44.19
51367	新疆	呼图壁	86.51	44.1
51368	新疆	昌吉	87.19	44.07
51369	新疆	米泉	87.39	43.58
51377	新疆	阜康	87.55	44.1
51378	新疆	吉木萨尔	89.1	44.01
51468	新疆	天山大西沟	86.5	43.06
51469	新疆	乌鲁木齐牧试站	87.11	43.27
51470	新疆	天池	88.07	43.53
51477	新疆	达坂城	88.19	43.21
51482	新疆	木垒	90.17	43.5
51526	新疆	库米什	88.13	42.14
51542	新疆	巴音布鲁克	84.09	43.02
51567	新疆	焉耆	86.34	42.05
51571	新疆	托克逊	88.38	42.48
51572	新疆	吐鲁番东坎	89.15	42.5
51573	新疆	吐鲁番	89.12	42.56
51627	新疆	乌什	79.14	41.13
51628	新疆	阿克苏	80.14	41.1
51636	新疆	新和	82.39	41.33
51639	新疆	沙雅	82.47	41.14
51656	新疆	库尔勒	86.08	41.45
51704	新疆	阿图什	76.1	39.43
51705	新疆	乌恰	75.15	39.43
51707	新疆	伽师	76.44	39.3
51709	新疆	喀什	75.45	39.29
51717	新疆	岳普湖	76.47	39.15
51720	新疆	柯坪	79.03	40.3
51722	新疆	阿瓦提	80.24	40.39
51730	新疆	阿拉尔	81.16	40.33
51747	新疆	塔中	83.4	39
51765	新疆	铁干里克	87.42	40.38
51802	新疆	英吉沙	76.1	38.56
51810	新疆	麦盖提	77.38	38.55
51811	新疆	莎车	77.16	38.26
51814	新疆	叶城	77.24	37.55
51815	新疆	泽普	77.16	38.12
51818	新疆	皮山	78.17	37.37
51826	新疆	策勒	80.48	37.01
51827	新疆	墨玉	79.38	37.1
51828	新疆	和田	79.56	37.08
51829	新疆	洛浦	80.1	37.05
51839	新疆	民丰	82.43	37.04
51855	新疆	且末	85.33	38.09
51931	新疆	于田	81.39	36.51
52101	新疆	巴里坤	93.03	43.36
52112	新疆	淖毛湖	94.59	43.45
52118	新疆	伊吾	94.42	43.16
52203	新疆	哈密	93.31	42.49
52313	新疆	红柳河	94.4	41.32
52323	甘肃	马鬃山	97.02	41.48
52515	甘肃	肃北	94.52	39.31
52533	甘肃	酒泉	98.29	39.46
52546	甘肃	高台	99.5	39.22
52557	甘肃	临泽	100.1	39.09
52602	青海	冷湖	93.2	38.45
52643	甘肃	肃南	99.37	38.5
52652	甘肃	张掖	100.17	39.05
52656	甘肃	民乐	100.49	38.26
52674	甘肃	永昌	101.58	38.14
52679	甘肃	武威	102.4	37.55
52681	甘肃	民勤	103.05	38.38
52707	青海	小灶火	93.41	36.48
52784	甘肃	古浪	102.54	37.28
52787	甘肃	乌鞘岭	102.52	37.12
52797	甘肃	景泰	104.03	37.11
52818	青海	格尔木	94.55	36.25
52825	青海	诺木洪	96.26	36.26
52836	青海	都兰	98.06	36.18
52854	青海	江西沟	100.29	36.35
52856	青海	共和	100.37	36.16
52863	青海	互助	101.57	36.49
52866	青海	西宁	101.45	36.44
52868	青海	贵德	101.22	36.01
52869	青海	湟中	101.35	36.3
52875	青海	平安	102.06	36.3
52876	青海	民和	102.5	36.2
52877	青海	化隆	102.15	36.06
52881	甘肃	天祝	103.11	36.59
52884	甘肃	皋兰	103.57	36.21
52885	甘肃	永登	103.15	36.45
52895	甘肃	靖远	104.41	36.34
52896	甘肃	白银	104.09	36.33
52908	青海	五道梁	93.05	35.13
52941	青海	沙珠玉	100.16	36.16
52943	青海	兴海	99.59	35.35
52955	青海	贵南	100.44	35.35
52957	青海	同德	100.36	35.15
52963	青海	尖扎	102.01	35.56
52968	青海	泽库	101.28	35.02
52972	青海	循化	102.27	35.51
52974	青海	同仁	102.01	35.31
52978	甘肃	夏河	102.31	35.12
52980	甘肃	永靖	103.18	35.58
52981	甘肃	东乡	103.23	35.41
52982	甘肃	广河	103.33	35.29
52983	甘肃	榆中	104.09	35.52
52984	甘肃	临夏	103.11	35.35
52985	甘肃	和政	103.2	35.25
52986	甘肃	临洮	103.52	35.22
52988	甘肃	康乐	103.43	35.22
52993	甘肃	会宁	105.04	35.41
52995	甘肃	安定	104.37	35.35
52996	甘肃	华家岭	105.01	35.23
52998	甘肃	渭源	104.12	35.08
53068	内蒙古	二连浩特	111.56	43.38
53083	内蒙古	那仁宝力格	114.09	44.37
53149	内蒙古	满都拉气象站	110.08	42.32
53192	内蒙古	阿巴嘎旗	114.57	44.01
53231	内蒙古	海力素	106.24	41.24
53289	内蒙古	镶黄旗	113.5	42.14
53336	内蒙古	乌拉特中旗	108.31	41.34
53337	内蒙古	五原	108.16	41.06
53348	内蒙古	大佘太	109.08	41.01
53352	内蒙古	达茂旗气象局	110.26	41.42
53357	内蒙古	固阳县气象局	110.03	41.02
53362	内蒙古	四子王	111.41	41.32
53367	内蒙古	希拉穆仁气侯站	111.14	41.19
53368	内蒙古	武川县	111.28	41.05
53378	内蒙古	察右中旗	112.37	41.17
53384	内蒙古	察右后旗	113.11	41.27
53385	内蒙古	商都	113.32	41.36
53391	内蒙古	化德	114	41.54
53392	河北	康保	114.36	41.51
53397	河北	尚义	113.59	41.06
53399	河北	张北	114.42	41.09
53419	内蒙古	磴口	107	40.2
53420	内蒙古	杭锦后旗	107.07	40.51
53433	内蒙古	乌拉特前旗	108.39	40.44
53446	内蒙古	包头市	109.53	40.32
53455	内蒙古	土右旗气象局	110.32	40.33
53457	内蒙古	达拉特旗	110.02	40.24
53463	内蒙古	呼和浩特	111.34	40.51
53464	内蒙古	土默特左旗	111.1	40.43
53466	内蒙古	呼和浩特郊区站	111.42	40.45
53467	内蒙古	托克托县	111.11	40.16
53469	内蒙古	和林格尔县	111.49	40.24
53472	内蒙古	卓资	112.34	40.52
53475	内蒙古	凉城	112.28	40.31
53478	山西	右玉	112.27	40
53480	内蒙古	集宁	113.04	41.02
53481	内蒙古	察右前旗	113.13	40.48
53483	内蒙古	兴和	113.5	40.52
53484	内蒙古	丰镇	113.09	40.27
53486	山西	阳高	113.46	40.22
53487	山西	大同	113.25	40.05
53488	山西	大同县	113.35	40.02
53490	山西	天镇	114.03	40.26
53491	河北	怀安	114.23	40.4
53492	河北	阳原	114.09	40.06
53498	河北	宣化	115.02	40.34
53499	河北	万全	114.44	40.46
53512	内蒙古	乌海	106.48	39.48
53513	内蒙古	临河	107.22	40.44
53517	宁夏	石炭井	106.2	39.16
53518	宁夏	石嘴山	106.21	39.02
53519	宁夏	惠农	106.46	39.13
53522	内蒙古	伊克乌素	107.5	40.03
53529	内蒙古	鄂托克旗	107.58	39.05
53533	内蒙古	杭锦旗	108.43	39.49
53543	内蒙古	东胜	109.59	39.5
53545	内蒙古	伊金霍洛旗	109.43	39.34
53553	内蒙古	准格尔旗	111.13	39.52
53562	内蒙古	清水河县	111.4	39.55
53564	山西	河曲	111.09	39.23
53565	山西	偏关	111.3	39.26
53567	陕西	府谷	111	39.01
53573	山西	左云	112.42	40
53574	山西	平鲁	112.16	39.31
53575	山西	神池	112.12	39.06
53576	山西	山阴	112.49	39.3
53577	山西	宁武	112.18	39
53578	山西	朔州	112.26	39.22
53579	山西	代县	112.54	39.01
53582	山西	浑源	113.4	39.43
53584	山西	应县	113.1	39.34
53585	山西	繁峙	113.16	39.1
53588	山西	五台山	113.31	38.57
53590	山西	广灵	114.16	39.45
53593	河北	蔚县	114.34	39.5
53594	山西	灵丘	114.11	39.27
53596	河北	顺平	115.08	38.51
53599	河北	涞源	114.41	39.22
53603	宁夏	沙湖	106.22	38.5
53610	宁夏	贺兰	106.21	38.34
53611	宁夏	平罗	106.33	38.53
53612	宁夏	吴忠	106.11	37.59
53614	宁夏	银川	106.12	38.28
53615	宁夏	陶乐	106.42	38.48
53617	宁夏	青铜峡	106.05	38.02
53618	宁夏	永宁	106.15	38.17
53619	宁夏	灵武	106.18	38.07
53644	内蒙古	乌审旗	108.5	38.36
53646	陕西	榆林	109.47	38.16
53651	陕西	神木	110.28	38.49
53658	陕西	佳县	110.29	38.02
53659	山西	临县	111	37.58
53660	山西	保德	111.05	39.01
53662	山西	岢岚	111.35	38.43
53663	山西	五寨	111.49	38.55
53664	山西	兴县	111.08	38.28
53665	山西	岚县	111.39	38.17
53666	山西	静乐	111.56	38.21
53669	山西	娄烦	111.48	38.05
53673	山西	原平	112.43	38.44
53674	山西	忻州	112.42	38.24
53676	山西	定襄	112.59	38.3
53677	山西	太原北郊	112.29	37.56
53678	山西	阳曲	112.39	38.04
53679	山西	太原南郊	112.33	37.45
53680	河北	灵寿	114.23	38.18
53681	山西	五台县豆村	113.22	38.5
53682	河北	曲阳	114.41	38.38
53685	山西	盂县	113.25	38.04
53687	山西	平定	113.38	37.47
53688	河北	行唐	114.33	38.25
53689	河北	晋州	115.04	38.01
53690	河北	阜平	114.11	38.51
53691	河北	正定	114.34	38.09
53692	河北	唐县	114.59	38.44
53693	河北	井陉	114.08	38.02
53694	河北	平山	114.13	38.16
53695	河北	新乐	114.41	38.21
53696	河北	定州	115.01	38.33
53697	河北	藁城	114.5	38.02
53699	河北	无极	114.57	38.11
53704	宁夏	中卫	105.11	37.32
53705	宁夏	中宁	105.41	37.29
53707	宁夏	兴仁	105.15	36.56
53723	宁夏	盐池	107.23	37.48
53725	陕西	定边	107.35	37.35
53727	宁夏	麻黄山	107.07	37.1
53730	内蒙古	鄂托克前旗	107.29	38.11
53732	内蒙古	河南	108.43	37.51
53735	陕西	靖边	108.48	37.37
53738	陕西	吴旗	108.1	36.55
53740	陕西	横山	109.14	37.56
53748	陕西	子长	109.42	37.11
53750	陕西	米脂	110.11	37.46
53751	陕西	子洲	110.03	37.36
53753	山西	柳林	110.53	37.26
53754	陕西	绥德	110.13	37.3
53756	陕西	吴堡	110.43	37.31
53757	陕西	清涧	110.07	37.07
53759	山西	石楼	110.5	36.59
53760	山西	方山	111.14	37.53
53763	山西	太原古交区	112.1	37.55
53764	山西	离石	111.06	37.3
53767	山西	中阳	111.1	37.2
53768	山西	孝义	111.45	37.09
53769	山西	汾阳	111.47	37.15
53770	山西	祁县	112.21	37.21
53771	山西	文水	112.03	37.25
53772	山西	太原	112.35	37.37
53773	河北	临漳	114.37	36.2
53774	山西	清徐	112.22	37.35
53775	山西	太谷	112.36	37.25
53776	山西	榆次	112.46	37.41
53777	山西	交城	112.09	37.32
53778	山西	平遥	112.13	37.1
53780	山西	寿阳	113.09	37.54
53781	河北	沙河	114.28	36.52
53782	山西	阳泉	113.37	37.56
53783	山西	昔阳	113.42	37.36
53784	河北	赵县	114.47	37.45
53785	河北	柏乡	114.4	37.31
53786	山西	左权	113.2	37.05
53787	山西	榆社	112.59	37.04
53788	山西	和顺	113.34	37.2
53789	河北	栾城	114.38	37.53
53790	河北	高邑	114.36	37.38
53791	河北	元氏	114.31	37.46
53792	河北	临城	114.29	37.27
53794	河北	隆尧	114.45	37.21
53795	河北	赞皇	114.22	37.39
53796	河北	宁晋	114.53	37.37
53797	河北	内邱	114.31	37.17
53798	河北	邢台	114.3	37.04
53799	河北	巨鹿	114.59	37.14
53806	宁夏	海原	105.39	36.34
53810	宁夏	同心	105.54	36.58
53817	宁夏	固原	106.16	36
53821	甘肃	环县	107.18	36.34
53829	甘肃	庆城	107.54	35.59
53832	陕西	志丹	108.46	36.46
53841	陕西	安塞	109.19	36.53
53848	陕西	甘泉	109.21	36.16
53850	陕西	延川	110.11	36.53
53852	山西	永和	110.38	36.46
53853	山西	隰县	110.57	36.42
53854	陕西	延长	110.04	36.35
53856	山西	大宁	110.45	36.28
53857	陕西	宜川	110.11	36.04
53859	山西	吉县	110.4	36.06
53860	山西	交口	111.1	36.59
53861	山西	襄汾	111.23	35.53
53862	山西	灵石	111.48	36.51
53863	山西	介休	111.55	37.02
53864	山西	蒲县	111.06	36.24
53865	山西	汾西	111.33	36.39
53866	山西	洪洞	111.4	36.14
53868	山西	临汾	111.3	36.04
53869	山西	霍州	111.42	36.35
53871	山西	武乡	112.51	36.5
53872	山西	沁县	112.41	36.46
53873	山西	长子	112.52	36.06
53874	山西	古县	111.54	36.15
53875	山西	沁源	112.21	36.31
53877	山西	安泽	112.15	36.1
53878	山西	黎城	113.23	36.31
53879	山西	屯留	112.53	36.19
53880	山西	潞城	113.14	36.2
53881	宁夏	韦州	106.29	37.17
53882	山西	长治	113.02	36.04
53883	河北	任县	114.42	37.08
53884	山西	襄垣	113.02	36.31
53885	山西	壶关	113.12	36.07
53886	河北	涉县	113.4	36.34
53888	山西	平顺	113.26	36.12
53889	河南	林州	113.49	36.04
53890	河北	武安	114.06	36.4
53891	河北	南和	114.41	37.01
53892	河北	邯郸	114.28	36.37
53893	河北	曲周	114.57	36.46
53894	河北	峰峰	114.12	36.24
53895	河北	永年	114.3	36.47
53896	河北	魏县	114.57	36.21
53897	河北	磁县	114.23	36.23
53898	河南	安阳	114.08	36.03
53899	河北	广平	114.58	36.29
53903	宁夏	西吉	105.43	35.58
53906	甘肃	静宁	105.43	35.31
53908	甘肃	通渭	105.14	35.13
53910	宁夏	六盘山	106.12	35.4
53914	宁夏	隆德	106.07	35.37
53915	甘肃	崆峒	106.4	35.33
53916	宁夏	泾源	106.19	35.3
53917	甘肃	庄浪	106.04	35.13
53923	甘肃	西峰	107.38	35.44
53924	甘肃	灵台	107.37	35.04
53925	甘肃	镇原	107.11	35.41
53926	甘肃	泾川	107.21	35.21
53927	甘肃	华亭	106.37	35.12
53928	甘肃	崇信	107.01	35.18
53929	陕西	长武	107.48	35.12
53930	甘肃	华池	107.59	36.27
53931	陕西	富县	109.22	36
53934	甘肃	合水	107.59	35.47
53935	甘肃	正宁	108.24	35.29
53937	甘肃	宁县	107.55	35.31
53938	陕西	旬邑	108.18	35.1
53941	陕西	白水	109.35	35.11
53942	陕西	洛川	109.25	35.46
53944	陕西	黄陵	109.15	35.34
53945	陕西	宜君	109.04	35.26
53946	陕西	黄龙	109.49	35.36
53947	陕西	铜川	109.04	35.05
53948	陕西	蒲城	109.35	34.57
53949	陕西	澄城	109.55	35.11
53950	陕西	合阳	110.09	35.14
53953	山西	乡宁	110.51	35.58
53954	山西	稷山	110.58	35.37
53956	山西	万荣	110.5	35.24
53957	山西	河津	110.43	35.37
53958	山西	临猗	110.47	35.1
53959	山西	运城	111.03	35.03
53961	山西	曲沃	111.29	35.39
53962	山西	翼城	111.42	35.44
53963	山西	侯马	111.22	35.39
53964	山西	新绛	111.13	35.37
53965	山西	绛县	111.34	35.31
53966	山西	浮山	111.5	35.59
53967	山西	闻喜	111.12	35.2
53968	山西	垣曲	111.4	35.17
53970	山西	沁水	112.12	35.42
53972	河南	沁阳	112.54	35.03
53973	山西	高平	112.57	35.46
53974	河南	淇县	114.14	35.37
53975	山西	阳城	112.24	35.29
53976	山西	晋城	112.52	35.3
53978	河南	济源	112.38	35.05
53979	河南	博爱	113.05	35.09
53980	河北	肥乡	114.48	36.33
53981	山西	陵川	113.16	35.47
53982	河南	焦作	113.16	35.14
53983	河南	封丘	114.25	35.02
53984	河南	修武	113.28	35.14
53985	河南	辉县	113.49	35.3
53986	河南	新乡	113.53	35.19
53987	河南	武陟	113.21	35.06
53988	河南	获嘉	113.4	35.16
53989	河南	原阳	113.59	35.05
53991	河南	汤阴	114.2	35.55
53992	河南	浚县	114.31	35.39
53993	河南	内黄	114.55	35.56
53994	河南	卫辉	114.04	35.23
53995	河南	滑县	114.3	35.33
53996	河北	成安	114.39	36.27
53997	河南	延津	114.11	35.09
53998	河南	长垣	114.39	35.12
54012	内蒙古	西乌珠穆沁	117.36	44.35
54024	内蒙古	富河	119.18	44.27
54026	内蒙古	扎鲁特	120.54	44.34
54027	内蒙古	巴林左旗	119.24	43.59
54031	内蒙古	高力板	121.49	44.54
54039	内蒙古	舍伯吐	122.01	44.02
54041	吉林	通榆	123.04	44.48
54047	内蒙古	科左中旗	123.17	44.08
54049	吉林	长岭	123.58	44.15
54063	吉林	扶余	126	44.58
54064	吉林	农安	125.09	44.23
54065	吉林	德惠	125.39	44.32
54069	吉林	九台	125.48	44.1
54072	吉林	榆树	126.31	44.51
54076	吉林	舒兰	126.56	44.23
54080	黑龙江	五常	127.09	44.54
54092	黑龙江	海林	129.24	44.36
54093	黑龙江	穆棱	130.33	44.56
54094	黑龙江	牡丹江	129.4	44.3
54096	黑龙江	绥芬河	131.1	44.23
54098	黑龙江	宁安	129.28	44.2
54099	黑龙江	东宁	131.08	44.05
54102	内蒙古	锡林浩特	116.07	43.57
54113	内蒙古	巴林右旗	118.39	43.32
54115	内蒙古	林西县	118.02	43.38
54117	内蒙古	克什克腾旗	117.32	43.15
54122	内蒙古	阿鲁科尔沁旗	120.03	43.53
54132	内蒙古	青龙山	121.04	42.24
54134	内蒙古	开鲁	121.17	43.36
54135	内蒙古	通辽	122.16	43.36
54142	吉林	双辽	123.32	43.3
54154	吉林	梨树	124.18	43.21
54155	吉林	孤家子	124.14	43.4
54157	吉林	四平	124.2	43.1
54161	吉林	长春	125.13	43.54
54164	吉林	伊通	125.17	43.21
54165	吉林	双阳	125.38	43.33
54169	吉林	烟筒山	126.01	43.18
54171	吉林	永吉	126.31	43.42
54172	吉林	吉林城郊	126.32	43.52
54181	吉林	蛟河	127.2	43.42
54186	吉林	敦化	128.12	43.22
54187	吉林	安图	128.55	43.07
54192	吉林	罗子沟	130.16	43.42
54195	吉林	汪清	129.47	43.18
54204	内蒙古	正镶白旗	115	42.18
54205	内蒙古	正蓝旗	116	42.14
54208	内蒙古	多伦县	116.28	42.11
54213	内蒙古	翁牛特旗	119.01	42.56
54214	内蒙古	岗子	118.25	42.35
54218	内蒙古	赤峰	118.5	42.18
54223	内蒙古	奈曼	120.39	42.51
54225	内蒙古	敖汉旗	119.57	42.18
54226	内蒙古	宝国吐	120.42	42.2
54231	内蒙古	科左后旗	122.21	42.58
54234	内蒙古	库伦	121.45	42.44
54236	辽宁	彰武	122.33	42.23
54243	辽宁	昌图	124.07	42.47
54244	辽宁	康平	123.2	42.45
54245	辽宁	法库	123.24	42.3
54248	辽宁	新城子	123.32	42.02
54249	辽宁	铁岭	123.52	42.18
54252	辽宁	西丰	124.45	42.44
54254	辽宁	开原	124.03	42.32
54259	辽宁	清原	124.52	42.04
54260	吉林	辽源	125.05	42.55
54261	吉林	东丰	125.28	42.4
54263	吉林	磐石	126.03	42.58
54266	吉林	梅河口	125.38	42.32
54267	吉林	柳河	125.44	42.15
54273	吉林	桦甸	126.45	42.59
54274	吉林	辉南	125.59	42.41
54276	吉林	靖宇	126.48	42.24
54279	吉林	江源	126.35	42.03
54284	吉林	东岗	127.3	42.09
54285	吉林	二道	128.07	42.25
54286	吉林	和龙	129	42.32
54290	吉林	龙井	129.24	42.46
54291	吉林	珲春	130.17	42.54
54292	吉林	延吉	129.3	42.52
54293	吉林	图们	129.5	42.57
54301	河北	沽源	115.4	41.4
54304	河北	崇礼	115.16	40.57
54305	内蒙古	太仆寺旗	115.16	41.53
54308	河北	丰宁	116.38	41.12
54311	河北	围场	117.46	41.58
54313	内蒙古	喀喇沁旗	118.42	41.56
54316	内蒙古	八里罕	118.45	41.31
54318	河北	隆化	117.44	41.19
54319	河北	平泉	118.4	41
54320	内蒙古	宁城县	119.18	41.36
54321	辽宁	建平镇	119.38	41.52
54323	辽宁	北票	120.47	41.49
54324	辽宁	朝阳	120.26	41.33
54325	辽宁	羊山	120.21	41.11
54326	辽宁	建平县	119.37	41.25
54327	辽宁	凌源	119.21	41.14
54328	辽宁	喀左	119.43	41.05
54332	辽宁	辽中	122.43	41.31
54333	辽宁	新民	122.51	41.58
54336	辽宁	台安	122.25	41.25
54338	辽宁	盘山	121.57	41.17
54339	辽宁	鞍山	123	41.05
54340	辽宁	苏家屯	123.19	41.4
54342	辽宁	沈阳	123.31	41.44
54345	辽宁	辽阳县	123.04	41.12
54346	辽宁	本溪	123.47	41.19
54347	辽宁	辽阳	123.1	41.14
54348	辽宁	灯塔	123.2	41.25
54351	辽宁	抚顺	124.05	41.55
54353	辽宁	新宾	125.03	41.44
54362	吉林	通化县	125.44	41.4
54363	吉林	通化	125.54	41.41
54371	吉林	白山	126.26	41.56
54374	吉林	临江	126.53	41.48
54377	吉林	集安	126.13	41.09
54386	吉林	长白	128.11	41.25
54398	北京	顺义	116.37	40.08
54399	北京	海淀	116.17	39.59
54401	河北	张家口	114.55	40.46
54404	河北	赤城	115.5	40.53
54405	河北	怀来	115.3	40.25
54406	北京	延庆	115.58	40.27
54408	河北	涿鹿	115.13	40.23
54416	北京	密云	116.52	40.23
54419	北京	怀柔	116.38	40.22
54420	河北	滦平	117.2	40.56
54421	北京	密云上甸子	117.07	40.39
54423	河北	承德	117.55	40.58
54424	北京	平谷	117.07	40.1
54425	河北	兴隆	117.28	40.24
54428	天津	蓟县	117.24	40.02
54429	河北	遵化	117.57	40.12
54430	河北	承德县	118.09	40.46
54431	北京	通州	116.38	39.55
54432	河北	宽城	118.29	40.36
54433	北京	朝阳	116.3	39.57
54434	河北	迁西	118.2	40.1
54436	河北	青龙	118.57	40.25
54437	河北	滦南	118.37	39.3
54438	河北	卢龙	118.53	39.53
54439	河北	迁安	118.43	40.01
54449	河北	秦皇岛	119.31	39.51
54452	辽宁	建昌	119.49	40.48
54453	辽宁	连山区	120.53	40.47
54454	辽宁	绥中	120.18	40.2
54455	辽宁	兴城	120.39	40.37
54470	辽宁	大洼	122.04	41.01
54471	辽宁	营口	122.1	40.39
54474	辽宁	盖州	122.21	40.25
54475	辽宁	大石桥	122.29	40.37
54476	辽宁	熊岳	122.09	40.1
54483	辽宁	草河口	123.54	40.53
54486	辽宁	岫岩	123.17	40.17
54493	辽宁	宽甸	124.47	40.43
54494	辽宁	凤城	124.04	40.28
54497	辽宁	丹东	124.2	40.03
54499	北京	昌平	116.13	40.13
54501	北京	斋堂	115.41	39.58
54502	河北	涿州	116.02	39.29
54503	河北	容城	115.49	39.04
54505	北京	门头沟	116.06	39.56
54506	河北	高碑店	115.57	39.19
54507	河北	易县	115.31	39.2
54510	河北	大厂	116.57	39.55
54511	北京	北京	116.28	39.48
54512	河北	固安	116.17	39.25
54513	北京	石景山	116.12	39.57
54514	北京	丰台	116.15	39.52
54515	河北	廊坊	116.42	39.3
54518	河北	霸州	116.24	39.1
54519	河北	永清	116.29	39.18
54520	河北	三河	117.05	39.58
54521	河北	香河	116.59	39.46
54522	河北	玉田	117.44	39.53
54523	天津	武清	117.01	39.23
54525	天津	宝坻	117.17	39.44
54526	天津	东丽区	117.2	39.05
54527	天津	天津	117.03	39.05
54528	天津	北辰区	117.08	39.14
54529	天津	宁河	117.49	39.21
54530	天津	汉沽区	117.46	39.14
54531	河北	滦县	118.43	39.44
54532	河北	丰润	118.05	39.48
